Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=maxsize=30600&minsize=0&state=CT
6851,CT,3.28,27880.0,11-10-2009,
6277,CT,3.29,15684.0,6-7-2012,
6260,CT,3.29,7790.0,7-9-2012,
6277,CT,3.29,15684.0,6-7-2012,
6260,CT,3.29,7790.0,7-9-2012,
6067,CT,3.3,36122.2,06/26/2006,
6897,CT,3.3,44665.4,9-12-2006,
6067,CT,3.3,36122.2,06/26/2006,
6897,CT,3.3,44665.4,9-12-2006,
6002,CT,3.328,27864.64,10/18/2007,
6002,CT,3.33,27864.64,10/18/2007,
6002,CT,3.33,27864.64,10/18/2007,
6897,CT,3.348,39656.3,9-5-2007,
6897,CT,3.35,39656.3,9-5-2007,
6897,CT,3.35,39656.3,9-5-2007,
6378,CT,3.36,16716.0,4-2-2013,
6277,CT,3.36,16716.0,4-10-2013,
6608,CT,3.36,16968.0,11/15/2013,
6260,CT,3.36,33331.16,02/29/2008,
6355,CT,3.36,40153.77,06/30/2008,
6078,CT,3.36,29790.0,01/15/2010,
6107,CT,3.36,23520.0,10/15/2010,
6247,CT,3.36,25685.0,10/28/2010,
6001,CT,3.36,22579.0,02/17/2011,
6260,CT,3.36,23520.0,6-1-2011,
6455,CT,3.36,20903.0,09/19/2011,
6470,CT,3.36,16716.0,12-6-2012,
6033,CT,3.36,18047.0,2-5-2013,
6457,CT,3.36,16716.0,3-6-2013,
6074,CT,3.36,16716.0,3-11-2013,
6378,CT,3.36,16716.0,4-2-2013,
6277,CT,3.36,16716.0,4-10-2013,
6608,CT,3.36,16968.0,11/15/2013,
6260,CT,3.36,33331.16,02/29/2008,
6355,CT,3.36,40153.77,06/30/2008,
6078,CT,3.36,29790.0,01/15/2010,
6107,CT,3.36,23520.0,10/15/2010,
6247,CT,3.36,25685.0,10/28/2010,
6001,CT,3.36,22579.0,02/17/2011,
6260,CT,3.36,23520.0,6-1-2011,
6455,CT,3.36,20903.0,09/19/2011,
6470,CT,3.36,16716.0,12-6-2012,
6033,CT,3.36,18047.0,2-5-2013,
6457,CT,3.36,16716.0,3-6-2013,
6074,CT,3.36,16716.0,3-11-2013,
6378,CT,3.38,30993.72,09/18/2007,
6413,CT,3.38,21950.0,02/20/2013,
6378,CT,3.38,30993.72,09/18/2007,
6413,CT,3.38,21950.0,02/20/2013,
6475,CT,3.4,28681.99,5-12-2006,
6601,CT,3.4,25382.1,07/25/2007,
6010,CT,3.4,25851.0,12/28/2011,
6475,CT,3.4,28681.99,5-12-2006,
6601,CT,3.4,25382.1,07/25/2007,
6010,CT,3.4,25851.0,12/28/2011,
6524,CT,3.4,25382.1,07/25/2007,
6457,CT,3.416,27328.0,03/30/2012,
6515,CT,3.42,28559.8,03/31/2006,
6756,CT,3.42,28465.0,03/31/2006,
6606,CT,3.42,28122.0,12/23/2009,
6484,CT,3.42,29309.0,12/23/2009,
6035,CT,3.42,21888.0,06/27/2011,
6756,CT,3.42,18810.0,9-8-2011,
6457,CT,3.42,27328.0,03/30/2012,
6515,CT,3.42,28559.8,03/31/2006,
6756,CT,3.42,28465.0,03/31/2006,
6606,CT,3.42,28122.0,12/23/2009,
6484,CT,3.42,29309.0,12/23/2009,
6035,CT,3.42,21888.0,06/27/2011,
6756,CT,3.42,18810.0,9-8-2011,
6457,CT,3.42,27328.0,03/30/2012,
6057,CT,3.43,17064.25,4-8-2013,
6489,CT,3.43,17321.5,06/28/2013,
6111,CT,3.43,17321.5,09/23/2013,
6378,CT,3.43,17321.5,10-7-2013,
6039,CT,3.43,17321.5,12-2-2013,
6098,CT,3.43,17321.5,3-11-2014,
6042,CT,3.43,16807.0,4-1-2014,
6460,CT,3.43,13887.0,2-1-2013,
6057,CT,3.43,17064.25,4-8-2013,
6489,CT,3.43,17321.5,06/28/2013,
6111,CT,3.43,17321.5,09/23/2013,
6378,CT,3.43,17321.5,10-7-2013,
6039,CT,3.43,17321.5,12-2-2013,
6098,CT,3.43,17321.5,3-11-2014,
6460,CT,3.43,13887.0,2-1-2013,
6751,CT,3.44,33491.0,9-5-2007,
6524,CT,3.44,27720.0,03/31/2008,
6751,CT,3.44,33491.0,9-5-2007,
6524,CT,3.44,27720.0,03/31/2008,
6473,CT,3.45,21000.0,11/27/2012,
6473,CT,3.45,21000.0,11/27/2012,
6001,CT,3.46,29650.0,04/30/2014,
6001,CT,3.46,29650.0,04/30/2014,
6073,CT,3.5,13175.0,06/24/2014,
6359,CT,3.5,14630.0,07/18/2014,
6241,CT,3.5,13800.0,4-9-2013,
6880,CT,3.5,13324.8,08/28/2013,
6258,CT,3.5,14786.0,11-4-2013,
6238,CT,3.5,14595.0,04/29/2014,
6750,CT,3.5,15050.0,04/29/2014,
6796,CT,3.5,16625.0,05/28/2014,
6708,CT,3.5,28812.0,04/16/2014,
6238,CT,3.5,14595.0,04/29/2014,
6750,CT,3.5,15050.0,04/29/2014,
6796,CT,3.5,16625.0,05/28/2014,
6455,CT,3.5,29256.0,08/29/2008,
6489,CT,3.5,29015.39,12/15/2010,
6511,CT,3.5,23600.0,12/23/2010,
6405,CT,3.5,22487.7,2-1-2011,
6085,CT,3.5,11640.0,07/30/2012,
6457,CT,3.5,17500.0,11/21/2012,
6241,CT,3.5,13800.0,4-9-2013,
6880,CT,3.5,13324.8,08/28/2013,
6258,CT,3.5,14786.0,11-4-2013,
6606,CT,3.5,13525.0,02/19/2014,
6455,CT,3.5,29256.0,08/29/2008,
6489,CT,3.5,29015.39,12/15/2010,
6511,CT,3.5,23600.0,12/23/2010,
6405,CT,3.5,22487.7,2-1-2011,
6085,CT,3.5,11640.0,07/30/2012,
6457,CT,3.5,17500.0,11/21/2012,
6751,CT,3.515,18981.0,11/28/2011,
6042,CT,3.52,17776.0,09/23/2013,
6784,CT,3.52,30709.8,01/31/2007,
6831,CT,3.52,30885.75,08/28/2007,
6751,CT,3.52,18981.0,11/28/2011,
6042,CT,3.52,17776.0,09/23/2013,
6784,CT,3.52,30709.8,01/31/2007,
6831,CT,3.52,30885.75,08/28/2007,
6751,CT,3.52,18981.0,11/28/2011,
6260,CT,3.57,31958.0,01/29/2010,
6260,CT,3.57,31958.0,01/29/2010,
6117,CT,3.6,18180.0,03/27/2013,
6120,CT,3.6,17910.0,4-2-2013,
6880,CT,3.6,17352.0,5-8-2013,
6880,CT,3.6,12491.0,07/15/2013,
6226,CT,3.6,13248.0,9-11-2013,
6040,CT,3.6,17910.0,04/28/2014,
6040,CT,3.6,17910.0,04/28/2014,
6037,CT,3.6,31192.2,12/29/2006,
6785,CT,3.6,39138.4,10/23/2008,
6790,CT,3.6,30600.0,03/23/2009,
6878,CT,3.6,31400.0,05/15/2009,
6757,CT,3.6,27216.0,09/15/2009,
6890,CT,3.6,27000.0,03/15/2010,
6090,CT,3.6,28800.0,4-1-2010,
6880,CT,3.6,28740.0,07/14/2010,
6518,CT,3.6,28940.0,10-12-2010,
6785,CT,3.6,22750.0,4-8-2011,
6117,CT,3.6,18180.0,03/27/2013,
6120,CT,3.6,17910.0,4-2-2013,
6880,CT,3.6,17352.0,5-8-2013,
6880,CT,3.6,12491.0,07/15/2013,
6226,CT,3.6,13248.0,9-11-2013,
6037,CT,3.6,31192.2,12/29/2006,
6785,CT,3.6,39138.4,10/23/2008,
6790,CT,3.6,30600.0,03/23/2009,
6878,CT,3.6,31400.0,05/15/2009,
6757,CT,3.6,27216.0,09/15/2009,
6890,CT,3.6,27000.0,03/15/2010,
6090,CT,3.6,28800.0,4-1-2010,
6880,CT,3.6,28740.0,07/14/2010,
6518,CT,3.6,28940.0,10-12-2010,
6785,CT,3.6,22750.0,4-8-2011,
6517,CT,3.63,35280.0,07/25/2006,
6831,CT,3.63,37505.0,12-7-2006,
6517,CT,3.63,35280.0,07/25/2006,
6831,CT,3.63,37505.0,12-7-2006,
6514,CT,3.64,17509.0,09/24/2013,
6517,CT,3.64,17144.4,4-2-2014,
6514,CT,3.64,17509.0,09/24/2013,
6076,CT,3.64,14960.4,02/19/2014,
6525,CT,3.648,24076.8,07/22/2011,
6525,CT,3.65,24076.8,07/22/2011,
6525,CT,3.65,24076.8,07/22/2011,
6040,CT,3.675,29583.04,06/18/2010,
6515,CT,3.68,18008.0,06/24/2014,
6824,CT,3.68,14634.24,06/28/2013,
6515,CT,3.68,31360.0,3-4-2009,
6405,CT,3.68,31775.32,4-2-2009,
6524,CT,3.68,29020.0,4-2-2009,
6410,CT,3.68,31556.0,7-7-2009,
6076,CT,3.68,29808.0,7-7-2009,
6040,CT,3.68,29583.04,06/18/2010,
6501,CT,3.68,31360.0,02/17/2011,
6408,CT,3.68,24396.0,02/24/2011,
6784,CT,3.68,25089.0,03/15/2011,
6238,CT,3.68,21838.0,04/21/2011,
6480,CT,3.68,21028.0,07/22/2011,
6605,CT,3.68,23920.0,12/13/2011,
6335,CT,3.68,21577.0,12/29/2011,
6824,CT,3.68,23920.0,01/13/2012,
6824,CT,3.68,14634.24,06/28/2013,
6082,CT,3.68,18007.5,01/28/2014,
6119,CT,3.68,18007.5,01/28/2014,
6515,CT,3.68,18008.0,03/13/2014,
6515,CT,3.68,31360.0,3-4-2009,
6405,CT,3.68,31775.32,4-2-2009,
6524,CT,3.68,29020.0,4-2-2009,
6410,CT,3.68,31556.0,7-7-2009,
6076,CT,3.68,29808.0,7-7-2009,
6040,CT,3.68,29583.04,06/18/2010,
6501,CT,3.68,31360.0,02/17/2011,
6408,CT,3.68,24396.0,02/24/2011,
6784,CT,3.68,25089.0,03/15/2011,
6238,CT,3.68,21838.0,04/21/2011,
6480,CT,3.68,21028.0,07/22/2011,
6605,CT,3.68,23920.0,12/13/2011,
6335,CT,3.68,21577.0,12/29/2011,
6824,CT,3.68,23920.0,01/13/2012,
6410,CT,3.68,24396.0,02/24/2011,
6515,CT,3.68,31360.0,02/17/2011,
6489,CT,3.69,32707.79,09/26/2007,
6883,CT,3.69,37338.0,02/29/2008,
6877,CT,3.69,31623.3,4-8-2008,
6880,CT,3.69,29151.0,04/15/2008,
6489,CT,3.69,32707.79,09/26/2007,
6883,CT,3.69,37338.0,02/29/2008,
6877,CT,3.69,31623.3,4-8-2008,
6880,CT,3.69,29151.0,04/15/2008,
6457,CT,3.7,23250.0,09/30/2011,
6457,CT,3.7,23250.0,09/30/2011,
6776,CT,3.74,32721.98,5-2-2007,
6798,CT,3.74,28449.0,6-12-2009,
6111,CT,3.74,28194.18,04/21/2011,
6776,CT,3.74,32721.98,5-2-2007,
6798,CT,3.74,28449.0,6-12-2009,
6111,CT,3.74,28194.18,04/21/2011,
6119,CT,3.75,14587.5,06/24/2014,
6443,CT,3.75,13125.0,09/17/2014,
6422,CT,3.75,13125.0,5-6-2013,
6477,CT,3.75,18225.0,08/14/2013,
6068,CT,3.75,16500.0,04/29/2014,
6412,CT,3.75,15375.0,6-10-2014,
6412,CT,3.75,14287.5,04/15/2014,
6068,CT,3.75,16500.0,04/29/2014,
6412,CT,3.75,15375.0,6-10-2014,
6090,CT,3.75,34413.0,2-9-2005,
6422,CT,3.75,13125.0,5-6-2013,
6477,CT,3.75,18225.0,08/14/2013,
6515,CT,3.75,20227.58,03/28/2014,
6090,CT,3.75,34413.0,2-9-2005,
6824,CT,3.76,20605.0,9-11-2012,
6067,CT,3.76,24485.0,12/20/2012,
6824,CT,3.76,20605.0,9-11-2012,
6067,CT,3.76,24485.0,12/20/2012,
6791,CT,3.78,31879.5,12/26/2007,
6880,CT,3.78,26460.0,01/25/2008,
6754,CT,3.78,35490.45,2-7-2008,
6480,CT,3.78,31574.0,2-8-2008,
6247,CT,3.78,32583.0,08/15/2008,
6785,CT,3.78,35746.12,10/24/2008,
6783,CT,3.78,24738.0,10/20/2010,
6488,CT,3.78,26460.0,11/30/2010,
6791,CT,3.78,31879.5,12/26/2007,
6880,CT,3.78,26460.0,01/25/2008,
6754,CT,3.78,35490.45,2-7-2008,
6480,CT,3.78,31574.0,2-8-2008,
6247,CT,3.78,32583.0,08/15/2008,
6785,CT,3.78,35746.12,10/24/2008,
6783,CT,3.78,24738.0,10/20/2010,
6488,CT,3.78,26460.0,11/30/2010,
6095,CT,3.8,37909.0,03/29/2006,
6371,CT,3.8,31600.0,2-11-2010,
6525,CT,3.8,31540.0,2-11-2010,
6021,CT,3.8,16800.0,9-8-2011,
6079,CT,3.8,19076.0,6-8-2012,
6069,CT,3.8,18620.0,8-9-2012,
6095,CT,3.8,37909.0,03/29/2006,
6371,CT,3.8,31600.0,2-11-2010,
6525,CT,3.8,31540.0,2-11-2010,
6021,CT,3.8,16800.0,9-8-2011,
6079,CT,3.8,19076.0,6-8-2012,
6069,CT,3.8,18620.0,8-9-2012,
6033,CT,3.83,19525.0,5-6-2013,
6878,CT,3.83,15261.0,08/28/2013,
6033,CT,3.83,19525.0,5-6-2013,
6878,CT,3.83,15261.0,08/28/2013,
6880,CT,3.84,13324.8,04/18/2013,
6424,CT,3.84,19104.0,04/23/2013,
6514,CT,3.84,19104.0,05/23/2013,
6226,CT,3.84,12748.8,7-1-2013,
6516,CT,3.84,18588.4,9-10-2013,
6250,CT,3.84,14131.2,9-10-2013,
6268,CT,3.84,14131.2,09/13/2013,
6250,CT,3.84,14400.0,09/13/2013,
6095,CT,3.84,20198.4,09/19/2013,
6268,CT,3.84,14131.0,6-10-2014,
6001,CT,3.84,28415.9,05/16/2005,
6776,CT,3.84,0.0,12/28/2011,
6040,CT,3.84,19104.0,3-7-2013,
6880,CT,3.84,13324.8,04/18/2013,
6424,CT,3.84,19104.0,04/23/2013,
6514,CT,3.84,19104.0,05/23/2013,
6226,CT,3.84,12748.8,7-1-2013,
6516,CT,3.84,18588.4,9-10-2013,
6250,CT,3.84,14131.2,9-10-2013,
6268,CT,3.84,14131.2,09/13/2013,
6250,CT,3.84,14400.0,09/13/2013,
6095,CT,3.84,20198.4,09/19/2013,
6001,CT,3.84,28415.9,05/16/2005,
6776,CT,3.84,0.0,12/28/2011,
6040,CT,3.84,19104.0,3-7-2013,
6013,CT,3.85,32418.95,05/16/2008,
6606,CT,3.85,23369.5,08/20/2010,
6248,CT,3.85,29169.43,12/15/2010,
6031,CT,3.85,24570.0,01/13/2011,
6013,CT,3.85,32418.95,05/16/2008,
6606,CT,3.85,23369.5,08/20/2010,
6248,CT,3.85,29169.43,12/15/2010,
6031,CT,3.85,24570.0,01/13/2011,
6419,CT,3.87,31043.61,4-1-2009,
6039,CT,3.87,42068.0,06/15/2009,
6612,CT,3.87,37930.56,06/30/2009,
6419,CT,3.87,31043.61,4-1-2009,
6039,CT,3.87,42068.0,06/15/2009,
6612,CT,3.87,37930.56,06/30/2009,
6515,CT,3.9,20124.0,6-10-2014,
6237,CT,3.9,25958.4,12-6-2013,
6515,CT,3.9,20124.0,6-10-2014,
6519,CT,3.9,32653.75,03/31/2006,
6840,CT,3.9,35396.24,11/20/2007,
6107,CT,3.9,19402.5,3-11-2013,
6237,CT,3.9,25958.4,12-6-2013,
6519,CT,3.9,32653.75,03/31/2006,
6840,CT,3.9,35396.24,11/20/2007,
6107,CT,3.9,19402.5,3-11-2013,
6422,CT,3.92,17658.0,5-6-2013,
6824,CT,3.92,15200.0,06/28/2013,
6890,CT,3.92,14646.0,07/18/2013,
6443,CT,3.92,18295.5,08/14/2013,
6238,CT,3.92,17932.69,9-10-2013,
6067,CT,3.92,19796.0,11/15/2013,
6615,CT,3.92,19796.0,12-10-2013,
6484,CT,3.92,16481.0,05/28/2014,
6516,CT,3.92,19796.0,6-10-2014,
6484,CT,3.92,16481.0,05/28/2014,
6516,CT,3.92,19796.0,6-10-2014,
6320,CT,3.92,21560.0,08/24/2012,
6378,CT,3.92,22212.0,11/20/2012,
6475,CT,3.92,23148.0,12-6-2012,
6475,CT,3.92,25081.29,01/15/2013,
6441,CT,3.92,19443.21,01/16/2013,
6480,CT,3.92,14151.0,3-11-2013,
6422,CT,3.92,17658.0,5-6-2013,
6824,CT,3.92,15200.0,06/28/2013,
6890,CT,3.92,14646.0,07/18/2013,
6443,CT,3.92,18295.5,08/14/2013,
6238,CT,3.92,17932.69,9-10-2013,
6067,CT,3.92,19796.0,11/15/2013,
6615,CT,3.92,19796.0,12-10-2013,
6515,CT,3.92,19208.0,1-2-2014,
6320,CT,3.92,21560.0,08/24/2012,
6378,CT,3.92,22212.0,11/20/2012,
6475,CT,3.92,23148.0,12-6-2012,
6475,CT,3.92,25081.29,01/15/2013,
6441,CT,3.92,19443.21,01/16/2013,
6480,CT,3.92,14151.0,3-11-2013,
6108,CT,3.96,27200.0,09/15/2006,
6082,CT,3.96,32000.0,12-1-2006,
6078,CT,3.96,34059.05,03/29/2007,
6105,CT,3.96,37504.12,12/26/2007,
6108,CT,3.96,32748.0,01/31/2008,
6066,CT,3.96,35288.0,6-12-2008,
6423,CT,3.96,38492.0,6-12-2008,
6524,CT,3.96,39357.0,09/22/2008,
6359,CT,3.96,33292.0,10/29/2008,
6238,CT,3.96,39748.0,01/26/2009,
6320,CT,3.96,23697.84,8-4-2010,
6469,CT,3.96,20000.0,03/28/2011,
6108,CT,3.96,27200.0,09/15/2006,
6082,CT,3.96,32000.0,12-1-2006,
6078,CT,3.96,34059.05,03/29/2007,
6105,CT,3.96,37504.12,12/26/2007,
6108,CT,3.96,32748.0,01/31/2008,
6066,CT,3.96,35288.0,6-12-2008,
6423,CT,3.96,38492.0,6-12-2008,
6524,CT,3.96,39357.0,09/22/2008,
6359,CT,3.96,33292.0,10/29/2008,
6238,CT,3.96,39748.0,01/26/2009,
6320,CT,3.96,23697.84,8-4-2010,
6469,CT,3.96,20000.0,03/28/2011,
6107,CT,3.96,37504.12,12/26/2007,
6118,CT,3.96,32748.0,01/31/2008,
6514,CT,3.96,39357.0,09/22/2008,
6118,CT,3.96,27200.0,09/15/2006,
6028,CT,3.99,20349.0,4-2-2013,
6437,CT,3.99,17987.55,09/19/2013,
6460,CT,3.99,26733.0,04/13/2010,
6028,CT,3.99,20349.0,4-2-2013,
6437,CT,3.99,17987.55,09/19/2013,
6460,CT,3.99,26733.0,04/13/2010,
6268,CT,4.0,13560.0,8-1-2014,
6073,CT,4.0,13400.0,08/19/2014,
6040,CT,4.0,14870.0,08/19/2014,
6460,CT,4.0,16000.0,9-8-2014,
6460,CT,4.0,17000.0,9-8-2014,
6615,CT,4.0,19960.0,09/17/2014,
6905,CT,4.0,14200.0,09/17/2014,
6457,CT,4.0,25520.0,03/13/2013,
6825,CT,4.0,14950.0,03/21/2013,
6824,CT,4.0,15100.0,03/27/2013,
6878,CT,4.0,22275.0,4-3-2013,
6412,CT,4.0,14400.0,04/18/2013,
6824,CT,4.0,15600.0,7-2-2013,
6796,CT,4.0,23600.0,07/18/2013,
6704,CT,4.0,19600.0,05/29/2014,
6029,CT,4.0,19208.0,04/28/2014,
6040,CT,4.0,13630.0,04/29/2014,
6704,CT,4.0,19600.0,05/29/2014,
6877,CT,4.0,31680.0,09/27/2005,
6831,CT,4.0,30704.2,09/25/2006,
6514,CT,4.0,37818.0,04/20/2007,
6460,CT,4.0,47050.0,5-8-2007,
6033,CT,4.0,47795.0,11-5-2007,
6371,CT,4.0,46222.0,12/26/2007,
6524,CT,4.0,43754.0,9-10-2008,
6883,CT,4.0,41175.0,02/24/2010,
6443,CT,4.0,24535.0,12-5-2010,
6268,CT,4.0,29600.0,02/16/2011,
6473,CT,4.0,22085.73,04/15/2011,
6268,CT,4.0,24420.0,04/21/2011,
6281,CT,4.0,24801.5,1-4-2012,
6786,CT,4.0,16800.0,6-8-2012,
6107,CT,4.0,16800.0,7-9-2012,
6033,CT,4.0,16800.0,08/15/2012,
6513,CT,4.0,11440.0,09/26/2012,
6029,CT,4.0,16800.0,11/21/2012,
6469,CT,4.0,16000.0,2-1-2013,
6457,CT,4.0,25520.0,03/13/2013,
6825,CT,4.0,14950.0,03/21/2013,
6824,CT,4.0,15100.0,03/27/2013,
6878,CT,4.0,22275.0,4-3-2013,
6412,CT,4.0,14400.0,04/18/2013,
6824,CT,4.0,15600.0,7-2-2013,
6796,CT,4.0,23600.0,07/18/2013,
6877,CT,4.0,31680.0,09/27/2005,
6831,CT,4.0,30704.2,09/25/2006,
6514,CT,4.0,37818.0,04/20/2007,
6460,CT,4.0,47050.0,5-8-2007,
6033,CT,4.0,47795.0,11-5-2007,
6371,CT,4.0,46222.0,12/26/2007,
6524,CT,4.0,43754.0,9-10-2008,
6883,CT,4.0,41175.0,02/24/2010,
6443,CT,4.0,24535.0,12-5-2010,
6268,CT,4.0,29600.0,02/16/2011,
6473,CT,4.0,22085.73,04/15/2011,
6268,CT,4.0,24420.0,04/21/2011,
6281,CT,4.0,24801.5,1-4-2012,
6786,CT,4.0,16800.0,6-8-2012,
6107,CT,4.0,16800.0,7-9-2012,
6033,CT,4.0,16800.0,08/15/2012,
6513,CT,4.0,11440.0,09/26/2012,
6029,CT,4.0,16800.0,11/21/2012,
6469,CT,4.0,16000.0,2-1-2013,
6338,CT,4.02,24368.24,12/18/2013,
6338,CT,4.02,24368.24,12/18/2013,
6880,CT,4.05,32076.0,06/30/2008,
6068,CT,4.05,35948.0,3-3-2009,
6373,CT,4.05,32577.52,3-9-2009,
6824,CT,4.05,34195.0,03/23/2009,
6896,CT,4.05,35092.51,04/30/2009,
6830,CT,4.05,33210.0,6-1-2009,
6783,CT,4.05,32400.0,09/15/2009,
6511,CT,4.05,35800.0,11-9-2009,
6480,CT,4.05,34830.0,11/13/2009,
6405,CT,4.05,34830.0,12-2-2009,
6777,CT,4.05,29219.0,01/25/2010,
6002,CT,4.05,31960.0,3-12-2010,
6016,CT,4.05,34894.0,6-8-2010,
6795,CT,4.05,31630.51,08/16/2010,
6811,CT,4.05,33817.5,02/17/2011,
6880,CT,4.05,32076.0,06/30/2008,
6068,CT,4.05,35948.0,3-3-2009,
6373,CT,4.05,32577.52,3-9-2009,
6824,CT,4.05,34195.0,03/23/2009,
6896,CT,4.05,35092.51,04/30/2009,
6830,CT,4.05,33210.0,6-1-2009,
6783,CT,4.05,32400.0,09/15/2009,
6511,CT,4.05,35800.0,11-9-2009,
6480,CT,4.05,34830.0,11/13/2009,
6405,CT,4.05,34830.0,12-2-2009,
6777,CT,4.05,29219.0,01/25/2010,
6002,CT,4.05,31960.0,3-12-2010,
6016,CT,4.05,34894.0,6-8-2010,
6795,CT,4.05,31630.51,08/16/2010,
6811,CT,4.05,33817.5,02/17/2011,
2827,CT,4.05,32577.52,3-9-2009,
6107,CT,4.06,15590.0,08/19/2014,
6040,CT,4.06,15259.2,08/19/2014,
6830,CT,4.08,15238.4,06/24/2014,
6076,CT,4.08,20298.0,5-6-2013,
6340,CT,4.08,20604.0,06/27/2013,
6880,CT,4.08,14157.6,9-11-2013,
6226,CT,4.08,14116.8,12/18/2013,
6460,CT,4.08,33785.2,03/31/2006,
6070,CT,4.08,36293.91,3-7-2007,
6058,CT,4.08,40342.05,4-4-2007,
6877,CT,4.08,36765.9,10-1-2007,
6478,CT,4.08,33885.0,12-10-2007,
6840,CT,4.08,46536.0,07/22/2008,
6469,CT,4.08,35256.16,06/15/2009,
6117,CT,4.08,30968.38,10/23/2009,
6010,CT,4.08,33270.7,02/19/2010,
6268,CT,4.08,30279.64,5-3-2010,
6710,CT,4.08,32194.25,05/21/2010,
6705,CT,4.08,30935.17,05/16/2011,
6877,CT,4.08,23306.0,02/20/2013,
6076,CT,4.08,20298.0,5-6-2013,
6340,CT,4.08,20604.0,06/27/2013,
6880,CT,4.08,14157.6,9-11-2013,
6226,CT,4.08,14116.8,12/18/2013,
6460,CT,4.08,33785.2,03/31/2006,
6070,CT,4.08,36293.91,3-7-2007,
6058,CT,4.08,40342.05,4-4-2007,
6877,CT,4.08,36765.9,10-1-2007,
6478,CT,4.08,33885.0,12-10-2007,
6840,CT,4.08,46536.0,07/22/2008,
6469,CT,4.08,35256.16,06/15/2009,
6117,CT,4.08,30968.38,10/23/2009,
6010,CT,4.08,33270.7,02/19/2010,
6268,CT,4.08,30279.64,5-3-2010,
6710,CT,4.08,32194.25,05/21/2010,
6705,CT,4.08,30935.17,05/16/2011,
6877,CT,4.08,23306.0,02/20/2013,
6437,CT,4.095,41470.0,05/29/2008,
6457,CT,4.1,36563.0,3-10-2008,
6437,CT,4.1,41470.0,05/29/2008,
6457,CT,4.1,36563.0,3-10-2008,
6437,CT,4.1,41470.0,05/29/2008,
6412,CT,4.14,36072.8,05/30/2008,
6268,CT,4.14,37894.0,3-4-2009,
6405,CT,4.14,35393.0,4-2-2009,
6516,CT,4.14,37440.0,04/20/2009,
6790,CT,4.14,33120.0,6-3-2009,
6460,CT,4.14,35800.0,11-10-2009,
6455,CT,4.14,32814.0,2-11-2010,
6039,CT,4.14,30093.0,3-12-2010,
6512,CT,4.14,33644.08,03/15/2010,
6371,CT,4.14,34150.96,6-8-2010,
6473,CT,4.14,34281.63,06/30/2010,
6111,CT,4.14,24336.0,8-4-2010,
6033,CT,4.14,33779.58,08/16/2010,
6119,CT,4.14,33954.0,11/30/2010,
6477,CT,4.14,26000.0,02/17/2011,
6067,CT,4.14,28773.0,04/14/2011,
6416,CT,4.14,21950.0,11-10-2011,
6053,CT,4.14,0.0,12/13/2011,
6501,CT,4.14,18785.0,02/24/2012,
6437,CT,4.14,27621.0,7-9-2012,
6801,CT,4.14,26910.0,10/26/2012,
6412,CT,4.14,36072.8,05/30/2008,
6268,CT,4.14,37894.0,3-4-2009,
6405,CT,4.14,35393.0,4-2-2009,
6516,CT,4.14,37440.0,04/20/2009,
6790,CT,4.14,33120.0,6-3-2009,
6460,CT,4.14,35800.0,11-10-2009,
6455,CT,4.14,32814.0,2-11-2010,
6039,CT,4.14,30093.0,3-12-2010,
6512,CT,4.14,33644.08,03/15/2010,
6371,CT,4.14,34150.96,6-8-2010,
6473,CT,4.14,34281.63,06/30/2010,
6111,CT,4.14,24336.0,8-4-2010,
6033,CT,4.14,33779.58,08/16/2010,
6119,CT,4.14,33954.0,11/30/2010,
6477,CT,4.14,26000.0,02/17/2011,
6067,CT,4.14,28773.0,04/14/2011,
6416,CT,4.14,21950.0,11-10-2011,
6053,CT,4.14,0.0,12/13/2011,
6501,CT,4.14,18785.0,02/24/2012,
6437,CT,4.14,27621.0,7-9-2012,
6801,CT,4.14,26910.0,10/26/2012,
6512,CT,4.14,18785.0,02/24/2012,
6438,CT,4.14,36072.8,05/30/2008,
6073,CT,4.14,33779.58,08/16/2010,
6812,CT,4.16,20384.0,06/24/2014,
6517,CT,4.16,17056.0,07/22/2014,
6460,CT,4.16,20696.0,03/27/2013,
6798,CT,4.16,34692.0,5-8-2013,
6442,CT,4.16,20696.0,05/29/2013,
6812,CT,4.16,21840.0,08/14/2013,
6812,CT,4.16,20384.0,06/24/2014,
6105,CT,4.16,14642.4,04/15/2014,
6107,CT,4.16,15558.0,05/28/2014,
6475,CT,4.16,18720.0,05/28/2014,
6614,CT,4.16,20696.0,3-12-2013,
6460,CT,4.16,20696.0,03/27/2013,
6798,CT,4.16,34692.0,5-8-2013,
6442,CT,4.16,20696.0,05/29/2013,
6812,CT,4.16,21840.0,08/14/2013,
6614,CT,4.16,20696.0,3-12-2013,
6488,CT,4.17,14000.0,07/22/2014,
6412,CT,4.17,20825.0,05/22/2013,
6480,CT,4.17,16909.0,7-1-2013,
6475,CT,4.17,21033.25,7-9-2013,
6480,CT,4.17,16909.0,11-4-2013,
6016,CT,4.17,21033.25,12-10-2013,
6412,CT,4.17,20825.0,05/22/2013,
6480,CT,4.17,16909.0,7-1-2013,
6475,CT,4.17,21033.25,7-9-2013,
6480,CT,4.17,16909.0,11-4-2013,
6016,CT,4.17,21033.25,12-10-2013,
6801,CT,4.18,39857.0,10/29/2008,
6473,CT,4.18,33000.0,9-8-2009,
6027,CT,4.18,16265.6,09/13/2012,
