ZIP,State,Annual Average (kWh/m2/day)
31404,GA,4;80
31405,GA,4;73
31406,GA,4;81
31407,GA,4;64
31408,GA,4;66
31409,GA,4;69
31410,GA,4;89
31411,GA,4;89
31415,GA,4;65
31419,GA,4;74
31501,GA,4;62
31503,GA,4;61
31510,GA,4;65
31512,GA,4;68
31513,GA,4;64
31516,GA,4;62
31518,GA,4;63
31519,GA,4;68
31520,GA,4;74
31522,GA,4;86
31523,GA,4;70
31524,GA,4;73
31525,GA,4;74
31527,GA,4;89
31532,GA,4;68
31533,GA,4;69
31535,GA,4;65
31537,GA,4;61
31539,GA,4;67
31542,GA,4;61
31543,GA,4;64
31544,GA,4;67
31545,GA,4;63
31546,GA,4;64
31547,GA,4;68
31548,GA,4;65
31549,GA,4;67
31550,GA,4;61
31551,GA,4;63
31552,GA,4;61
31553,GA,4;62
31554,GA,4;64
31555,GA,4;64
31556,GA,4;64
31557,GA,4;63
31558,GA,4;71
31560,GA,4;64
31561,GA,4;91
31562,GA,4;58
31563,GA,4;63
31565,GA,4;69
31566,GA,4;63
31567,GA,4;67
31568,GA,4;64
31569,GA,4;70
31601,GA,4;62
31602,GA,4;63
31605,GA,4;62
31606,GA,4;61
31620,GA,4;67
31622,GA,4;65
31623,GA,4;60
31624,GA,4;61
31625,GA,4;65
31626,GA,4;66
31629,GA,4;66
31630,GA,4;60
31631,GA,4;59
31632,GA,4;64
31634,GA,4;60
31635,GA,4;61
31636,GA,4;60
31637,GA,4;68
31638,GA,4;63
31639,GA,4;65
31641,GA,4;59
31642,GA,4;61
31643,GA,4;64
31645,GA,4;66
31647,GA,4;67
31648,GA,4;60
31649,GA,4;58
31650,GA,4;63
31699,GA,4;60
31701,GA,4;64
31704,GA,4;60
31705,GA,4;64
31707,GA,4;65
31709,GA,4;62
31711,GA,4;58
31712,GA,4;65
31714,GA,4;67
31716,GA,4;64
31719,GA,4;60
31720,GA,4;67
31721,GA,4;64
31722,GA,4;66
31730,GA,4;62
31733,GA,4;69
31735,GA,4;64
31738,GA,4;65
31743,GA,4;65
31744,GA,4;66
31747,GA,4;63
31749,GA,4;68
31750,GA,4;70
31756,GA,4;67
31757,GA,4;65
31763,GA,4;66
31764,GA,4;66
31765,GA,4;68
31768,GA,4;64
31771,GA,4;65
31772,GA,4;66
31773,GA,4;67
31774,GA,4;70
31775,GA,4;70
31778,GA,4;65
31779,GA,4;66
31780,GA,4;59
31781,GA,4;65
31783,GA,4;70
31784,GA,4;67
31787,GA,4;64
31788,GA,4;65
31789,GA,4;67
31790,GA,4;70
31791,GA,4;64
31792,GA,4;70
31793,GA,4;71
31794,GA,4;70
31795,GA,4;68
31796,GA,4;65
31798,GA,4;69
31801,GA,4;50
31803,GA,4;55
31804,GA,4;53
31805,GA,4;54
31806,GA,4;56
31807,GA,4;52
31808,GA,4;53
31811,GA,4;53
31812,GA,4;52
31815,GA,4;59
31816,GA,4;52
31820,GA,4;51
31821,GA,4;59
31822,GA,4;50
31823,GA,4;52
31824,GA,4;58
31825,GA,4;58
31826,GA,4;53
31827,GA,4;53
31829,GA,4;52
31830,GA,4;50
31831,GA,4;53
31832,GA,4;59
31833,GA,4;49
31836,GA,4;54
31901,GA,4;50
31903,GA,4;48
31904,GA,4;52
31905,GA,4;51
31906,GA,4;50
31907,GA,4;50
31909,GA,4;50
31999,GA,4;50
32003,FL,4;58
32008,FL,4;64
32009,FL,4;58
32011,FL,4;60
32024,FL,4;66
32025,FL,4;64
32033,FL,4;67
32034,FL,4;77
32038,FL,4;65
32040,FL,4;58
32043,FL,4;58
32044,FL,4;61
32046,FL,4;60
32052,FL,4;58
32053,FL,4;59
32054,FL,4;62
32055,FL,4;62
32058,FL,4;58
32059,FL,4;59
32060,FL,4;61
32061,FL,4;63
32062,FL,4;62
32063,FL,4;57
32064,FL,4;63
32065,FL,4;59
32066,FL,4;66
32068,FL,4;57
32071,FL,4;63
32073,FL,4;60
32080,FL,4;84
32081,FL,4;76
32082,FL,4;77
32083,FL,4;60
32084,FL,4;80
32086,FL,4;75
32087,FL,4;59
32091,FL,4;59
32092,FL,4;63
32094,FL,4;63
32095,FL,4;75
32096,FL,4;57
32097,FL,4;67
32099,FL,4;59
32102,FL,4;66
32110,FL,4;66
32112,FL,4;66
32113,FL,4;68
32114,FL,4;84
32117,FL,4;79
32118,FL,4;88
32119,FL,4;78
32124,FL,4;71
32127,FL,4;79
32128,FL,4;69
32129,FL,4;78
32130,FL,4;65
32131,FL,4;63
32132,FL,4;92
32133,FL,4;68
32134,FL,4;64
32136,FL,4;80
32137,FL,4;75
32139,FL,4;69
32140,FL,4;59
32141,FL,4;81
32145,FL,4;66
32147,FL,4;64
32148,FL,4;62
32159,FL,4;80
32162,FL,4;80
32164,FL,4;77
32168,FL,4;72
32169,FL,4;98
32174,FL,4;76
32176,FL,4;90
32177,FL,4;62
32179,FL,4;69
32180,FL,4;66
32181,FL,4;66
32187,FL,4;66
32189,FL,4;66
32190,FL,4;66
32192,FL,4;71
32193,FL,4;60
32195,FL,4;75
32202,FL,4;64
32204,FL,4;64
32205,FL,4;56
32206,FL,4;64
32207,FL,4;50
32208,FL,4;60
32209,FL,4;62
32210,FL,4;51
32211,FL,4;58
32212,FL,4;55
32214,FL,4;35
32216,FL,4;54
32217,FL,4;49
32218,FL,4;63
32219,FL,4;60
32220,FL,4;57
32221,FL,4;57
32222,FL,4;56
32223,FL,4;63
32224,FL,4;64
32225,FL,4;58
32226,FL,4;68
32227,FL,4;63
32233,FL,4;69
32234,FL,4;55
32244,FL,4;54
32246,FL,4;61
32250,FL,4;66
32254,FL,4;62
32256,FL,4;59
32257,FL,4;56
32258,FL,4;64
32259,FL,4;64
32266,FL,4;63
32277,FL,4;58
32301,FL,4;93
32303,FL,4;94
32304,FL,4;98
32305,FL,4;89
32306,FL,4;94
32307,FL,4;94
32308,FL,4;90
32309,FL,4;82
32310,FL,4;88
32311,FL,4;82
32312,FL,4;88
32317,FL,4;83
32320,FL,4;94
32321,FL,4;60
32322,FL,4;84
32324,FL,4;63
32327,FL,4;95
32328,FL,4;87
32329,FL,4;68
32331,FL,4;66
32332,FL,4;69
32333,FL,4;87
32334,FL,4;63
32336,FL,4;78
32340,FL,4;62
32343,FL,4;93
32344,FL,4;76
32346,FL,4;99
32347,FL,4;68
32348,FL,4;83
32350,FL,4;63
32351,FL,4;70
32352,FL,4;71
32355,FL,5;00
32358,FL,4;79
32359,FL,4;91
32361,FL,4;76
32399,FL,4;91
32401,FL,4;75
32403,FL,4;88
32404,FL,4;66
32405,FL,4;71
32407,FL,4;87
32408,FL,4;94
32409,FL,4;62
32410,FL,4;83
32413,FL,4;79
32420,FL,4;57
32421,FL,4;55
32423,FL,4;61
32424,FL,4;60
32425,FL,4;62
32426,FL,4;62
32427,FL,4;61
32428,FL,4;57
32430,FL,4;56
32431,FL,4;61
32432,FL,4;62
32433,FL,4;57
32435,FL,4;55
32437,FL,4;63
32438,FL,4;53
32439,FL,4;66
32440,FL,4;64
32442,FL,4;63
32443,FL,4;62
32444,FL,4;62
32445,FL,4;62
32446,FL,4;62
32448,FL,4;58
32449,FL,4;59
32455,FL,4;61
32456,FL,4;93
32459,FL,4;85
32460,FL,4;64
32462,FL,4;65
32463,FL,4;60
32464,FL,4;59
32465,FL,4;69
32466,FL,4;56
32501,FL,4;67
32502,FL,4;67
32503,FL,4;64
32504,FL,4;63
32505,FL,4;63
32506,FL,4;63
32507,FL,4;84
32508,FL,4;71
32509,FL,4;50
32511,FL,4;69
32512,FL,4;75
32514,FL,4;62
32520,FL,4;69
32526,FL,4;54
32531,FL,4;49
32533,FL,4;50
32534,FL,4;59
32535,FL,4;48
32536,FL,4;50
32538,FL,4;57
32539,FL,4;52
32541,FL,4;90
32542,FL,4;51
32544,FL,4;75
32547,FL,4;57
32548,FL,4;85
32550,FL,4;96
32559,FL,4;67
32561,FL,4;67
32563,FL,4;70
32564,FL,4;50
32565,FL,4;48
32566,FL,4;65
32567,FL,4;53
32568,FL,4;47
32569,FL,4;78
32570,FL,4;51
32571,FL,4;56
32577,FL,4;48
32578,FL,4;62
32579,FL,4;68
32580,FL,4;68
32583,FL,4;66
32601,FL,4;63
32603,FL,4;63
32605,FL,4;63
32606,FL,4;64
32607,FL,4;64
32608,FL,4;66
32609,FL,4;63
32610,FL,4;63
32611,FL,4;63
32612,FL,4;63
32615,FL,4;65
32617,FL,4;67
32618,FL,4;68
32619,FL,4;65
32621,FL,4;70
32622,FL,4;65
32625,FL,5;01
32626,FL,4;84
32628,FL,4;80
32631,FL,4;56
32639,FL,4;85
32640,FL,4;67
32641,FL,4;66
32643,FL,4;65
32648,FL,5;03
32653,FL,4;64
32656,FL,4;57
32664,FL,4;73
32666,FL,4;61
32667,FL,4;70
32668,FL,4;73
32669,FL,4;66
32680,FL,4;80
32681,FL,4;73
32683,FL,4;75
32686,FL,4;71
32693,FL,4;68
32694,FL,4;59
32696,FL,4;68
32701,FL,4;77
32702,FL,4;66
32703,FL,4;82
32707,FL,4;76
32708,FL,4;75
32709,FL,4;77
32712,FL,4;78
32713,FL,4;67
32714,FL,4;74
32720,FL,4;66
32724,FL,4;65
32725,FL,4;62
32726,FL,4;82
32730,FL,4;77
32732,FL,4;71
32735,FL,4;79
32736,FL,4;75
32738,FL,4;66
32744,FL,4;64
32746,FL,4;74
32750,FL,4;75
32751,FL,4;74
32754,FL,4;79
32757,FL,4;81
32759,FL,4;82
32763,FL,4;67
32764,FL,4;69
32765,FL,4;73
32766,FL,4;72
32767,FL,4;67
32768,FL,4;84
32771,FL,4;71
32773,FL,4;75
32775,FL,4;91
32776,FL,4;75
32778,FL,4;79
32779,FL,4;73
32780,FL,4;87
32784,FL,4;74
32789,FL,4;73
32792,FL,4;73
32796,FL,4;90
32798,FL,4;81
32801,FL,4;69
32803,FL,4;69
32804,FL,4;74
32805,FL,4;73
32806,FL,4;73
32807,FL,4;71
32808,FL,4;75
32809,FL,4;70
32810,FL,4;76
32811,FL,4;70
32812,FL,4;73
32814,FL,4;69
32816,FL,4;74
32817,FL,4;73
32818,FL,4;78
32819,FL,4;72
32820,FL,4;72
32821,FL,4;70
32822,FL,4;72
32824,FL,4;75
32825,FL,4;72
32826,FL,4;73
32827,FL,4;77
32828,FL,4;72
32829,FL,4;72
32830,FL,4;72
32831,FL,4;73
32832,FL,4;76
32833,FL,4;73
32835,FL,4;74
32836,FL,4;72
32837,FL,4;75
32839,FL,4;72
32901,FL,4;89
32903,FL,5;04
32904,FL,4;83
32905,FL,4;87
32907,FL,4;80
32908,FL,4;78
32909,FL,4;82
32920,FL,5;17
32922,FL,5;01
32925,FL,5;23
32926,FL,4;91
32927,FL,4;88
32931,FL,5;21
32934,FL,4;90
32935,FL,4;93
32937,FL,5;14
32940,FL,4;94
32948,FL,4;78
32949,FL,4;82
32950,FL,4;86
32951,FL,4;96
32952,FL,5;07
32953,FL,5;04
32955,FL,5;04
32958,FL,4;84
32960,FL,4;78
32962,FL,4;81
32963,FL,4;91
32966,FL,4;75
32967,FL,4;82
32968,FL,4;76
32976,FL,4;83
33004,FL,4;74
33009,FL,4;74
33010,FL,4;40
33012,FL,4;40
33013,FL,4;53
33014,FL,4;44
33015,FL,4;48
33016,FL,4;36
33018,FL,4;70
33019,FL,4;74
33020,FL,4;74
33021,FL,4;67
33022,FL,4;74
33023,FL,4;63
33024,FL,4;54
33025,FL,4;53
33026,FL,4;59
33027,FL,4;53
33028,FL,4;64
33029,FL,4;60
33030,FL,4;67
33031,FL,4;65
33032,FL,5;10
33033,FL,5;05
33034,FL,4;95
33035,FL,4;88
33036,FL,5;28
33037,FL,5;04
33039,FL,4;85
33040,FL,5;43
33042,FL,5;42
33043,FL,5;42
33050,FL,5;44
33054,FL,4;52
33055,FL,4;48
33056,FL,4;51
33060,FL,4;64
33062,FL,4;60
33063,FL,4;62
33064,FL,4;68
33065,FL,4;65
33066,FL,4;64
33067,FL,4;57
33068,FL,4;63
33069,FL,4;64
33070,FL,5;46
33071,FL,4;64
33073,FL,4;60
33076,FL,4;63
33101,FL,5;04
33109,FL,5;04
33122,FL,4;60
33125,FL,4;92
33126,FL,4;80
33127,FL,4;81
33128,FL,4;98
33129,FL,4;98
33130,FL,4;98
33131,FL,5;04
33132,FL,5;04
33133,FL,4;92
33134,FL,4;92
33135,FL,4;92
33136,FL,4;98
33137,FL,4;89
33138,FL,4;75
33139,FL,4;89
33140,FL,4;89
33141,FL,4;75
33142,FL,4;73
33143,FL,4;84
33144,FL,4;80
33145,FL,4;92
33146,FL,4;92
33147,FL,4;53
33149,FL,5;09
33150,FL,4;64
33152,FL,4;67
33154,FL,4;74
33155,FL,4;80
33156,FL,4;88
33157,FL,5;03
33158,FL,4;88
33160,FL,4;74
33161,FL,4;67
33162,FL,4;62
33165,FL,4;67
33166,FL,4;40
33167,FL,4;53
33168,FL,4;63
33169,FL,4;62
33170,FL,4;77
33172,FL,4;48
33173,FL,4;76
33174,FL,4;67
33175,FL,4;59
33176,FL,4;85
33177,FL,4;81
33178,FL,4;54
33179,FL,4;62
33180,FL,4;74
33181,FL,4;74
33182,FL,4;53
33183,FL,4;68
33184,FL,4;59
33185,FL,4;51
33186,FL,4;77
33187,FL,4;78
33189,FL,5;00
33190,FL,5;00
33193,FL,4;60
33194,FL,4;51
33196,FL,4;80
33301,FL,4;75
33304,FL,4;75
33305,FL,4;75
33306,FL,4;75
33308,FL,4;78
33309,FL,4;63
33311,FL,4;64
33312,FL,4;64
33313,FL,4;64
33314,FL,4;64
33315,FL,4;75
33316,FL,4;75
33317,FL,4;54
33319,FL,4;56
33321,FL,4;60
33322,FL,4;53
33323,FL,4;60
33324,FL,4;54
33325,FL,4;57
33326,FL,4;66
33327,FL,4;67
33328,FL,4;59
33330,FL,4;59
33331,FL,4;64
33332,FL,4;80
33334,FL,4;70
33336,FL,4;53
33337,FL,4;53
33351,FL,4;56
33388,FL,4;53
33394,FL,4;75
33401,FL,4;79
33403,FL,4;70
33404,FL,4;65
33405,FL,4;88
33406,FL,4;74
33407,FL,4;63
33408,FL,4;69
33409,FL,4;68
33410,FL,4;65
33411,FL,4;65
33412,FL,4;61
33413,FL,4;60
33414,FL,4;73
33415,FL,4;60
33417,FL,4;58
33418,FL,4;60
33426,FL,4;81
33428,FL,4;59
33430,FL,4;85
33431,FL,4;66
33432,FL,4;44
33433,FL,4;64
33434,FL,4;64
33435,FL,4;88
33436,FL,4;77
33437,FL,4;67
33438,FL,5;14
33440,FL,4;97
33441,FL,4;61
33442,FL,4;64
33444,FL,4;89
33445,FL,4;78
33446,FL,4;72
33449,FL,4;72
33455,FL,4;75
33458,FL,4;66
33460,FL,4;87
33461,FL,4;78
33462,FL,4;75
33463,FL,4;63
33467,FL,4;67
33469,FL,4;80
33470,FL,4;76
33471,FL,5;07
33472,FL,4;66
33473,FL,4;69
33476,FL,5;17
33477,FL,4;69
33478,FL,4;65
33480,FL,4;79
33483,FL,4;88
33484,FL,4;78
33486,FL,4;54
33487,FL,4;66
33493,FL,4;91
33496,FL,4;64
33498,FL,4;68
33510,FL,4;90
33511,FL,4;93
33513,FL,4;80
33514,FL,4;83
33523,FL,4;82
33525,FL,4;81
33527,FL,4;88
33534,FL,5;01
33538,FL,4;77
33540,FL,4;82
33541,FL,4;81
33542,FL,4;82
33543,FL,4;81
33544,FL,4;85
33545,FL,4;84
33547,FL,4;90
33548,FL,4;87
33549,FL,4;84
33556,FL,4;93
33558,FL,4;87
33559,FL,4;84
33563,FL,4;88
33565,FL,4;83
33566,FL,4;86
33567,FL,4;88
33569,FL,4;97
33570,FL,5;24
33572,FL,5;00
33573,FL,4;96
33576,FL,4;85
33578,FL,4;97
33579,FL,4;95
33584,FL,4;85
33585,FL,4;83
33592,FL,4;81
33593,FL,4;78
33594,FL,4;89
33596,FL,4;89
33597,FL,4;78
33598,FL,4;94
33602,FL,4;98
33603,FL,4;98
33604,FL,4;90
33605,FL,4;98
33606,FL,4;98
33607,FL,5;04
33609,FL,4;98
33610,FL,4;88
33611,FL,5;05
33612,FL,4;82
33613,FL,4;84
33614,FL,4;93
33615,FL,5;01
33616,FL,5;21
33617,FL,4;82
33618,FL,4;88
33619,FL,4;98
33620,FL,4;82
33621,FL,5;12
33624,FL,4;92
33625,FL,4;92
33626,FL,4;95
33629,FL,4;98
33634,FL,4;96
33635,FL,5;03
33637,FL,4;81
33647,FL,4;81
33701,FL,5;18
33702,FL,5;19
33703,FL,5;20
33704,FL,5;20
33705,FL,5;22
33706,FL,5;45
33707,FL,5;31
33708,FL,5;37
33709,FL,5;15
33710,FL,5;23
33711,FL,5;35
33712,FL,5;22
33713,FL,5;17
33714,FL,5;15
33715,FL,5;40
33716,FL,5;17
33729,FL,5;17
33744,FL,5;13
33755,FL,5;15
33756,FL,5;23
33759,FL,5;12
33760,FL,5;16
33761,FL,4;98
33762,FL,5;17
33763,FL,5;09
33764,FL,5;16
33765,FL,5;19
33767,FL,5;31
33769,FL,5;13
33770,FL,5;30
33771,FL,5;16
33772,FL,5;28
33773,FL,5;13
33774,FL,5;35
33776,FL,5;43
33777,FL,5;13
33778,FL,5;25
33781,FL,5;15
33782,FL,5;15
33785,FL,5;35
33786,FL,5;25
33801,FL,4;85
33803,FL,4;87
33805,FL,4;86
33809,FL,4;81
33810,FL,4;83
33811,FL,4;87
33812,FL,4;87
33813,FL,4;89
33815,FL,4;86
33823,FL,4;84
33825,FL,4;82
33827,FL,4;84
33830,FL,4;86
33834,FL,4;88
33837,FL,4;70
33838,FL,4;76
33839,FL,4;80
33841,FL,4;87
33843,FL,4;82
33844,FL,4;78
33847,FL,4;84
33849,FL,4;82
33850,FL,4;78
33852,FL,4;91
33853,FL,4;83
33855,FL,4;76
33857,FL,4;88
33859,FL,4;80
33860,FL,4;89
33865,FL,4;91
33867,FL,4;81
33868,FL,4;78
33870,FL,4;85
33872,FL,4;83
33873,FL,4;89
33875,FL,4;91
33876,FL,4;90
33880,FL,4;83
33881,FL,4;76
33884,FL,4;77
33890,FL,4;91
33896,FL,4;75
33897,FL,4;69
33898,FL,4;82
33901,FL,5;00
33903,FL,4;99
33904,FL,5;15
33905,FL,4;92
33907,FL,5;39
33908,FL,5;22
33909,FL,5;10
33912,FL,5;09
33913,FL,4;98
33914,FL,5;17
33916,FL,4;90
33917,FL,4;96
33919,FL,5;08
33920,FL,4;93
33921,FL,5;53
33922,FL,5;46
33924,FL,5;59
33928,FL,5;07
33930,FL,4;93
33931,FL,5;30
33935,FL,4;93
33936,FL,4;90
33944,FL,4;97
33945,FL,5;52
33946,FL,5;51
33947,FL,5;40
33948,FL,5;05
33950,FL,5;06
33952,FL,5;00
33953,FL,5;07
33954,FL,4;99
33955,FL,5;09
33956,FL,5;41
33957,FL,5;52
33960,FL,4;92
33965,FL,5;06
33966,FL,4;91
33967,FL,5;13
33971,FL,4;91
33972,FL,4;89
33973,FL,4;93
33974,FL,4;92
33976,FL,4;93
33980,FL,4;96
33981,FL,5;22
33982,FL,4;99
33983,FL,4;98
33990,FL,5;19
33991,FL,5;18
33993,FL,5;16
34101,FL,5;22
34102,FL,5;36
34103,FL,5;31
34104,FL,5;01
34105,FL,5;16
34108,FL,5;33
34109,FL,5;25
34110,FL,5;28
34112,FL,5;20
34113,FL,5;07
34114,FL,5;12
34116,FL,5;04
34117,FL,4;90
34119,FL,5;05
34120,FL,4;89
34134,FL,5;31
34135,FL,5;12
34138,FL,5;01
34139,FL,5;22
34141,FL,4;90
34142,FL,4;91
34145,FL,5;40
34201,FL,5;04
34202,FL,5;00
34203,FL,5;03
34205,FL,5;20
34207,FL,5;07
34208,FL,5;03
34209,FL,5;20
34210,FL,5;16
34211,FL,4;95
34212,FL,4;99
34215,FL,5;26
34216,FL,5;51
34217,FL,5;43
34219,FL,4;97
34221,FL,5;17
34222,FL,5;03
34223,FL,5;36
34224,FL,5;40
34228,FL,5;30
34229,FL,5;26
34231,FL,5;13
34232,FL,5;13
34233,FL,5;11
34234,FL,5;11
34235,FL,5;11
34236,FL,5;11
34237,FL,5;11
34238,FL,5;16
34239,FL,5;12
34240,FL,5;05
34241,FL,5;03
34242,FL,5;11
34243,FL,5;07
34251,FL,4;94
34266,FL,4;96
34269,FL,4;98
34275,FL,5;12
34285,FL,5;32
34286,FL,4;97
34287,FL,5;03
34288,FL,4;99
34289,FL,4;98
34291,FL,4;97
34292,FL,5;12
34293,FL,5;23
34420,FL,4;70
34428,FL,5;01
34429,FL,5;11
34431,FL,4;72
34432,FL,4;72
34433,FL,4;81
34434,FL,4;77
34436,FL,4;77
34442,FL,4;76
34446,FL,4;92
34448,FL,5;11
34449,FL,4;94
34450,FL,4;77
34452,FL,4;75
34453,FL,4;76
34461,FL,4;82
34465,FL,4;82
34470,FL,4;69
34471,FL,4;70
34472,FL,4;69
34473,FL,4;69
34474,FL,4;71
34475,FL,4;70
34476,FL,4;67
34478,FL,4;70
34479,FL,4;69
34480,FL,4;69
34481,FL,4;71
34482,FL,4;71
34484,FL,4;78
34488,FL,4;65
34491,FL,4;72
34498,FL,5;15
34601,FL,4;80
34602,FL,4;80
34604,FL,4;80
34606,FL,4;97
34607,FL,5;05
34608,FL,4;87
34609,FL,4;83
34610,FL,4;86
34613,FL,4;98
34614,FL,4;93
34637,FL,4;84
34638,FL,4;86
34639,FL,4;84
34652,FL,5;10
34653,FL,5;05
34654,FL,4;92
34655,FL,4;95
34661,FL,4;78
34667,FL,5;06
34668,FL,5;11
34669,FL,4;92
34677,FL,5;04
34681,FL,4;98
34683,FL,4;97
34684,FL,4;97
34685,FL,4;97
34688,FL,4;96
34689,FL,5;11
34690,FL,5;03
34691,FL,5;21
34695,FL,5;08
34698,FL,5;18
34705,FL,4;86
34711,FL,4;78
34714,FL,4;74
34715,FL,4;86
34731,FL,4;79
34734,FL,4;76
34736,FL,4;81
34737,FL,4;81
34739,FL,4;82
34741,FL,4;80
34743,FL,4;83
34744,FL,4;77
34746,FL,4;78
34747,FL,4;68
34748,FL,4;81
34753,FL,4;79
34755,FL,4;81
34756,FL,4;86
34758,FL,4;79
34759,FL,4;80
34760,FL,4;86
34761,FL,4;78
34762,FL,4;81
34769,FL,4;65
34771,FL,4;74
34772,FL,4;78
34773,FL,4;79
34785,FL,4;79
34786,FL,4;72
34787,FL,4;77
34788,FL,4;81
34797,FL,4;74
34945,FL,4;76
34946,FL,4;94
34947,FL,4;94
34949,FL,4;97
34950,FL,4;97
34951,FL,4;84
34952,FL,4;86
34953,FL,4;74
34956,FL,4;79
34957,FL,4;98
34972,FL,4;85
34974,FL,5;04
34981,FL,4;82
34982,FL,4;91
34983,FL,4;79
34984,FL,4;77
34986,FL,4;75
34987,FL,4;76
34990,FL,4;75
34994,FL,4;79
34996,FL,4;87
34997,FL,4;71
35004,AL,4;34
35005,AL,4;30
35006,AL,4;34
35007,AL,4;35
35010,AL,4;47
35014,AL,4;36
35016,AL,4;25
35019,AL,4;27
35020,AL,4;35
35022,AL,4;34
35023,AL,4;33
35031,AL,4;26
35033,AL,4;30
35034,AL,4;45
35035,AL,4;39
35036,AL,4;30
35040,AL,4;38
35042,AL,4;43
35043,AL,4;34
35044,AL,4;38
35045,AL,4;43
35046,AL,4;41
35049,AL,4;27
35051,AL,4;36
35053,AL,4;32
35054,AL,4;34
35055,AL,4;28
35056,AL,4;31
35057,AL,4;29
35058,AL,4;28
35060,AL,4;31
35061,AL,4;33
35062,AL,4;30
35063,AL,4;31
35064,AL,4;32
35068,AL,4;27
35071,AL,4;28
35072,AL,4;41
35073,AL,4;30
35077,AL,4;28
35078,AL,4;36
35079,AL,4;28
35080,AL,4;35
35082,AL,4;42
35083,AL,4;28
35085,AL,4;41
35087,AL,4;26
35089,AL,4;45
35091,AL,4;27
35094,AL,4;33
35096,AL,4;33
35097,AL,4;28
35098,AL,4;32
35111,AL,4;36
35114,AL,4;35
35115,AL,4;37
35116,AL,4;27
35117,AL,4;28
35118,AL,4;31
35119,AL,4;26
35120,AL,4;32
35121,AL,4;28
35124,AL,4;33
35125,AL,4;33
35126,AL,4;29
35127,AL,4;32
35128,AL,4;34
35130,AL,4;32
35131,AL,4;32
35133,AL,4;29
35135,AL,4;33
35136,AL,4;44
35137,AL,4;35
35139,AL,4;31
35143,AL,4;37
35146,AL,4;30
35147,AL,4;34
35148,AL,4;33
35150,AL,4;38
35151,AL,4;39
35160,AL,4;36
35171,AL,4;44
35172,AL,4;27
35173,AL,4;31
35175,AL,4;24
35176,AL,4;34
35178,AL,4;35
35179,AL,4;29
35180,AL,4;28
35181,AL,4;31
35183,AL,4;41
35184,AL,4;39
35186,AL,4;37
35188,AL,4;37
35203,AL,4;25
35204,AL,4;30
35205,AL,4;29
35206,AL,4;28
35207,AL,4;25
35208,AL,4;31
35209,AL,4;33
35210,AL,4;29
35211,AL,4;31
35212,AL,4;26
35213,AL,4;28
35214,AL,4;29
35215,AL,4;28
35216,AL,4;33
35217,AL,4;27
35218,AL,4;31
35221,AL,4;34
35222,AL,4;26
35223,AL,4;29
35224,AL,4;30
35226,AL,4;35
35228,AL,4;34
35229,AL,4;33
35233,AL,4;28
35234,AL,4;25
35235,AL,4;30
35242,AL,4;31
35243,AL,4;31
35244,AL,4;33
35254,AL,4;24
35285,AL,4;24
35294,AL,4;28
35401,AL,4;41
35404,AL,4;40
35405,AL,4;45
35406,AL,4;38
35440,AL,4;39
35441,AL,4;50
35442,AL,4;48
35443,AL,4;51
35444,AL,4;37
35446,AL,4;43
35447,AL,4;46
35449,AL,4;41
35452,AL,4;42
35453,AL,4;41
35456,AL,4;45
35457,AL,4;42
35458,AL,4;42
35459,AL,4;48
35460,AL,4;50
35461,AL,4;43
35462,AL,4;49
35463,AL,4;46
35464,AL,4;51
35466,AL,4;44
35469,AL,4;46
35470,AL,4;50
35473,AL,4;39
35474,AL,4;49
35475,AL,4;39
35476,AL,4;40
35480,AL,4;46
35481,AL,4;42
35487,AL,4;39
35490,AL,4;37
35501,AL,4;33
35503,AL,4;33
35504,AL,4;32
35540,AL,4;29
35541,AL,4;32
35542,AL,4;38
35543,AL,4;30
35544,AL,4;35
35546,AL,4;37
35548,AL,4;33
35549,AL,4;34
35550,AL,4;33
35552,AL,4;36
35553,AL,4;30
35554,AL,4;35
35555,AL,4;38
35563,AL,4;34
35564,AL,4;30
35565,AL,4;30
35570,AL,4;32
35571,AL,4;30
35572,AL,4;29
35574,AL,4;38
35575,AL,4;33
35576,AL,4;40
35578,AL,4;33
35579,AL,4;34
35580,AL,4;33
35581,AL,4;30
35582,AL,4;28
35584,AL,4;31
35585,AL,4;30
35586,AL,4;37
35587,AL,4;34
35592,AL,4;38
35593,AL,4;29
35594,AL,4;35
35601,AL,4;21
35603,AL,4;23
35610,AL,4;27
35611,AL,4;23
35613,AL,4;26
35614,AL,4;27
35616,AL,4;27
35618,AL,4;26
35619,AL,4;27
35620,AL,4;26
35621,AL,4;26
35622,AL,4;27
35630,AL,4;25
35633,AL,4;24
35634,AL,4;25
35640,AL,4;25
35643,AL,4;23
35645,AL,4;26
35646,AL,4;27
35647,AL,4;26
35648,AL,4;26
35649,AL,4;26
35650,AL,4;27
35651,AL,4;26
35652,AL,4;26
35653,AL,4;29
35654,AL,4;28
35660,AL,4;22
35661,AL,4;26
35670,AL,4;23
35671,AL,4;23
35672,AL,4;26
35673,AL,4;25
35674,AL,4;27
35677,AL,4;25
35739,AL,4;25
35740,AL,4;17
35741,AL,4;15
35744,AL,4;21
35745,AL,4;14
35746,AL,4;13
35747,AL,4;19
35748,AL,4;15
35749,AL,4;24
35750,AL,4;20
35751,AL,4;14
35752,AL,4;14
35754,AL,4;22
35755,AL,4;17
35756,AL,4;24
35757,AL,4;25
35758,AL,4;21
35759,AL,4;19
35760,AL,4;18
